USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
dinnie     10602  0.0  3.5 2518732 143344 ?      Sl   Oct26   0:58 /usr/lib/firefox-esr/firefox-esr -contentproc -isForBrowser -prefsHandle 0:39646 -prefMapHandle 1:267852 -jsInitHandle 2:242716 -parentBuildID 20250922173505 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {1d5086cc-9c38-424a-8fbf-54af12ad51b1} -parentPid 10396 -crashReporter 6 -crashHelper 7 -greomni /usr/lib/firefox-esr/omni.ja -appomni /usr/lib/firefox-esr/browser/omni.ja -appDir /usr/lib/firefox-esr/browser 6 tab
root       10825  0.0  0.1 1671220 4796 ?        Sl   Oct26   0:00 /usr/sbin/docker-proxy -proto tcp -host-ip 0.0.0.0 -host-port 3000 -container-ip 172.17.0.2 -container-port 3000
root       10830  0.0  0.1 1597428 4652 ?        Sl   Oct26   0:00 /usr/sbin/docker-proxy -proto tcp -host-ip :: -host-port 3000 -container-ip 172.17.0.2 -container-port 3000
root       10846  0.0  0.3 2126320 14628 ?       Sl   Oct26   0:13 /usr/bin/containerd-shim-runc-v2 -namespace moby -id 637b70c9e7baaca09cd4229f8bb84cf6a4c0f8975a898b1df34ff55c6dcd605f -address /run/containerd/containerd.sock
65532      10869  0.5  7.4 1312508 298188 ?      Ssl  Oct26   6:37 /nodejs/bin/node /juice-shop/build/app.js
dinnie     13367  0.0  2.5 2460336 100596 ?      Sl   Oct26   0:35 /usr/lib/firefox-esr/firefox-esr -contentproc -isForBrowser -prefsHandle 0:42538 -prefMapHandle 1:267852 -jsInitHandle 2:242716 -parentBuildID 20250922173505 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {d0fc2365-ab97-4d8d-8aeb-7410ba1bc5ed} -parentPid 10396 -crashReporter 6 -crashHelper 7 -greomni /usr/lib/firefox-esr/omni.ja -appomni /usr/lib/firefox-esr/browser/omni.ja -appDir /usr/lib/firefox-esr/browser 11 tab
dinnie     73187  0.0  1.0 654912 43256 ?        Sl   Oct26   0:11 /usr/bin/qterminal
dinnie     73194  0.0  0.1  14756  6316 pts/1    Ss   Oct26   0:02 /usr/bin/zsh
dinnie     93898  0.3 15.6 4935168 626168 pts/1  Sl+  00:27   3:35 java -jar /usr/share/burpsuite/burpsuite.jar
dinnie     99473  0.0  0.2 462244  8468 ?        Sl   00:38   0:00 /usr/libexec/gvfsd-network --spawner :1.24 /org/gtk/gvfs/exec_spaw/1
dinnie     99483  0.0  0.2 389956  8496 ?        Sl   00:38   0:00 /usr/libexec/gvfsd-dnssd --spawner :1.24 /org/gtk/gvfs/exec_spaw/2
dinnie     99618  0.2  3.4 2487468 139220 ?      Sl   00:38   2:19 /usr/lib/firefox-esr/firefox-esr -contentproc -isForBrowser -prefsHandle 0:45313 -prefMapHandle 1:267852 -jsInitHandle 2:242716 -parentBuildID 20250922173505 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {7247d1e4-1fd6-45fd-95f3-5a6aa1728270} -parentPid 10396 -crashReporter 6 -crashHelper 7 -greomni /usr/lib/firefox-esr/omni.ja -appomni /usr/lib/firefox-esr/browser/omni.ja -appDir /usr/lib/firefox-esr/browser 16 tab
dinnie    104812  0.1  5.1 2590492 205188 ?      Sl   00:48   1:30 /usr/lib/firefox-esr/firefox-esr -contentproc -isForBrowser -prefsHandle 0:45459 -prefMapHandle 1:267852 -jsInitHandle 2:242716 -parentBuildID 20250922173505 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {8cb1421f-fcc9-4bf1-873b-6ca9e785fe6d} -parentPid 10396 -crashReporter 6 -crashHelper 7 -greomni /usr/lib/firefox-esr/omni.ja -appomni /usr/lib/firefox-esr/browser/omni.ja -appDir /usr/lib/firefox-esr/browser 24 tab
dinnie    163717  0.0  2.0 2424612 80704 ?       Sl   02:40   0:24 /usr/lib/firefox-esr/firefox-esr -contentproc -isForBrowser -prefsHandle 0:45820 -prefMapHandle 1:267852 -jsInitHandle 2:242716 -parentBuildID 20250922173505 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {15527cda-9aac-46b4-999a-72a44dc7ab4d} -parentPid 10396 -crashReporter 6 -crashHelper 7 -greomni /usr/lib/firefox-esr/omni.ja -appomni /usr/lib/firefox-esr/browser/omni.ja -appDir /usr/lib/firefox-esr/browser 26 tab
root      223001  0.0  0.0      0     0 ?        I    04:38   0:01 [kworker/0:2-cgroup_destroy]
root      263462  0.0  0.0      0     0 ?        S    05:57   0:00 [psimon]
dinnie    338505  0.0  1.9 2422468 79548 ?       Sl   08:27   0:15 /usr/lib/firefox-esr/firefox-esr -contentproc -isForBrowser -prefsHandle 0:46220 -prefMapHandle 1:267852 -jsInitHandle 2:242716 -parentBuildID 20250922173505 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {384280d9-e63b-4589-bdc4-16ce5abbbfab} -parentPid 10396 -crashReporter 6 -crashHelper 7 -greomni /usr/lib/firefox-esr/omni.ja -appomni /usr/lib/firefox-esr/browser/omni.ja -appDir /usr/lib/firefox-esr/browser 27 tab
dinnie    356468  0.0  1.9 2423104 79368 ?       Sl   09:03   0:14 /usr/lib/firefox-esr/firefox-esr -contentproc -isForBrowser -prefsHandle 0:46220 -prefMapHandle 1:267852 -jsInitHandle 2:242716 -parentBuildID 20250922173505 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {084ead95-e0e3-4514-9aec-385767ff8d8a} -parentPid 10396 -crashReporter 6 -crashHelper 7 -greomni /usr/lib/firefox-esr/omni.ja -appomni /usr/lib/firefox-esr/browser/omni.ja -appDir /usr/lib/firefox-esr/browser 28 tab
dinnie    373609  0.0  1.3 654380 55912 ?        Sl   09:37   0:06 /proc/1753/exe
dinnie    373616  0.0  0.2  15312  8052 pts/2    Ss   09:37   0:05 /usr/bin/zsh
root      430692  0.0  0.0      0     0 ?        I    11:29   0:04 [kworker/0:0-events]
root      517836  0.0  0.0      0     0 ?        I    14:19   0:00 [kworker/u9:3-flush-259:0]
root      548425  0.0  0.0      0     0 ?        I    15:22   0:00 [kworker/1:1-mm_percpu_wq]
root      569027  0.0  0.0      0     0 ?        I    16:02   0:00 [kworker/u9:1-events_unbound]
root      571447  0.0  0.0      0     0 ?        I    16:07   0:00 [kworker/u10:1-ext4-rsv-conversion]
dinnie    583837  0.0  0.0  10260  3652 ?        Ss   16:32   0:00 ssh-agent -s
root      585118  0.0  0.0      0     0 ?        I    16:35   0:00 [kworker/u10:2-writeback]
root      593668  0.0  0.0      0     0 ?        I    16:52   0:00 [kworker/u10:0-kvfree_rcu_reclaim]
root      600832  0.0  0.0      0     0 ?        I    17:06   0:00 [kworker/1:0-events]
dinnie    601906  0.0  0.1 308460  6172 ?        Ssl  17:08   0:00 /usr/lib/aarch64-linux-gnu/xfce4/xfconf/xfconfd
dinnie    603851  0.0  0.1  10368  4572 pts/2    R+   17:12   0:00 ps aux
