timestamp,target,port,open
2025-10-27T09:31:21Z,127.0.0.1,22,False
2025-10-27T09:31:21Z,127.0.0.1,80,False
2025-10-27T09:31:21Z,127.0.0.1,443,False
2025-10-27T09:31:21Z,127.0.0.1,3000,True
2025-10-27T09:31:21Z,127.0.0.1,8080,True
